Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type
CHEMBL1256459,CCC(=O)N1CCN(c2ccc(-n3c(=O)ccc4cnc5ccc(-c6cnc7ccccc7c6)cc5c43)cc2C(F)(F)F)CC1,250.0,nM,=,0.25,PASS,ChEMBL,IC50
CHEMBL466397,CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL2165191,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,870.0,nM,=,0.87,PASS,ChEMBL,IC50
CHEMBL1852688,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,9000.0,nM,>,9.0,PASS,ChEMBL,IC50
CHEMBL5542654,CC(Nc1ncnc2[nH]cnc12)c1cnn(Cc2ccccc2)c(=O)c1C1CCCC1,10000.0,nM,<,10.0,PASS,ChEMBL,IC50
CHEMBL5532174,CC(Nc1nc(N)nc(N)c1C#N)c1cnn(Cc2ccccc2)c(=O)c1C1CCCC1,10000.0,nM,<,10.0,PASS,ChEMBL,IC50
CHEMBL5559112,CC(Nc1ncnc(N)c1C#N)c1cnn(Cc2ccccc2)c(=O)c1C1CCCC1,10000.0,nM,<,10.0,PASS,ChEMBL,IC50
CHEMBL5555574,Cc1nn(C(C)c2cnn(Cc3ccccc3)c(=O)c2C2CCCC2)c2ncnc(N)c12,10000.0,nM,<,10.0,PASS,ChEMBL,IC50
CHEMBL5559126,CC(c1cnn(Cc2ccccc2)c(=O)c1C1CCCC1)n1nc(-c2cncc(O)c2)c2c(N)ncnc21,1258.93,nM,=,1.25893,PASS,ChEMBL,IC50
CHEMBL5543016,C[C@@H](c1cnn(Cc2ccccc2)c(=O)c1C1CCCC1)n1nc(-c2cncc(O)c2)c2c(N)ncnc21,1000.0,nM,=,1.0,PASS,ChEMBL,IC50
CHEMBL5505905,C[C@H](c1cnn(Cc2ccccc2)c(=O)c1C1CCCC1)n1nc(-c2cncc(O)c2)c2c(N)ncnc21,10000.0,nM,<,10.0,PASS,ChEMBL,IC50
CHEMBL5559413,CC(c1cnn(Cc2ccccc2)c(=O)c1-c1ccccc1)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,1584.89,nM,=,1.5848900000000001,PASS,ChEMBL,IC50
CHEMBL5517797,CC(c1cnn(C(C)(C)C)c(=O)c1C1=CCCNC1)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,10000.0,nM,<,10.0,PASS,ChEMBL,IC50
CHEMBL5542678,CC(c1cnn(C(C)(C)C)c(=O)c1Cl)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,630.96,nM,=,0.6309600000000001,PASS,ChEMBL,IC50
CHEMBL5555605,C[C@@H](c1cnn(C(C)(C)C)c(=O)c1Cl)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,199.53,nM,=,0.19953,PASS,ChEMBL,IC50
CHEMBL5517938,Cc1c([C@H](C)n2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)cnn(C(C)(C)C)c1=O,1000.0,nM,=,1.0,PASS,ChEMBL,IC50
CHEMBL5517641,CC#Cc1c([C@H](C)n2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)cnn(C(C)(C)C)c1=O,10000.0,nM,<,10.0,PASS,ChEMBL,IC50
CHEMBL5512440,C[C@@H](c1cnn(C(C)(C)C)c(=O)c1N)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,501.19,nM,=,0.50119,PASS,ChEMBL,IC50
CHEMBL5531964,COc1c([C@H](C)n2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)cnn(C(C)(C)C)c1=O,158.49,nM,=,0.15849000000000002,PASS,ChEMBL,IC50
CHEMBL5557135,COc1c([C@H](C)n2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)cnn(CCN2CCOCC2)c1=O,199.53,nM,=,0.19953,PASS,ChEMBL,IC50
CHEMBL5518064,COc1c([C@H](C)n2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)cnn(CCN(CCO)CCO)c1=O,630.96,nM,=,0.6309600000000001,PASS,ChEMBL,IC50
CHEMBL5505948,CC(c1cnn(C(C)(C)C)c(=O)c1N1CCOCC1)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,10000.0,nM,<,10.0,PASS,ChEMBL,IC50
CHEMBL5556699,CC(c1cnn(C(C)(C)C)c(=O)c1OCCN(C)C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,10000.0,nM,<,10.0,PASS,ChEMBL,IC50
CHEMBL5558076,CC(c1cnn(C(C)(C)C)c(=O)c1N(CCO)CCO)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,1000.0,nM,=,1.0,PASS,ChEMBL,IC50
CHEMBL5542223,C[C@@H](c1cnn(C(C)(C)C)c(=O)c1OCCN1CCOCC1)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,794.33,nM,=,0.7943300000000001,PASS,ChEMBL,IC50
CHEMBL5527852,C[C@@H](c1cnn(C(C)(C)C)c(=O)c1OCCN(CCO)CCO)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,251.19,nM,=,0.25119,PASS,ChEMBL,IC50
CHEMBL5555403,C[C@@H](c1cnn(C(C)(C)C)c(=O)c1OCCN1CCS(=O)(=O)CC1)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,199.53,nM,=,0.19953,PASS,ChEMBL,IC50
CHEMBL5558448,C[C@@H](c1cnn(C(C)(C)C)c(=O)c1SCCN(CCO)CCO)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,50.12,nM,=,0.05012,PASS,ChEMBL,IC50
CHEMBL1213083,COc1ccccc1-n1c(CSc2ncnc3[nH]cnc23)nc2cccc(Cl)c2c1=O,10.0,nM,>,0.01,PASS,ChEMBL,IC50
CHEMBL3919512,COCCN(CCOC)C(=O)CCCC#Cc1cccc2nc(Cn3nc(-c4cccc(O)c4)c4c(N)ncnc43)n(Cc3ccccc3Cl)c(=O)c12,24.0,nM,=,0.024,PASS,ChEMBL,IC50
CHEMBL5523658,CC1(CCn2nc(-c3ccc(Cl)c(O)c3)c3c(N)ncnc32)COC1,172.0,nM,=,0.172,PASS,ChEMBL,IC50
CHEMBL5559035,Cc1ccccc1Nc1cc2c(cn1)n(C)c(=O)n2C1CCCC1,7500.0,nM,=,7.5,PASS,ChEMBL,IC50
CHEMBL5542754,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)cc1,9620.0,nM,=,9.62,PASS,ChEMBL,IC50
CHEMBL5558518,Cn1c(=O)n(C2CCCC2)c2cc(Nc3cccc(Cl)c3)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5537087,Cn1c(=O)n(C2CCCC2)c2cc(Nc3ccc([N+](=O)[O-])cc3)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5505751,Cn1c(=O)n(C2CCCC2)c2cc(Nc3cccc(N)c3)ncc21,7640.0,nM,=,7.64,PASS,ChEMBL,IC50
CHEMBL5523364,Cn1c(=O)n(C2CCCC2)c2cc(Nc3cccc(C#N)c3)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5558399,Cn1c(=O)n(C2CCCC2)c2cc(Nc3ccccc3C#N)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5505757,Cn1c(=O)n(C2CCCC2)c2cc(Nc3ccc(C(F)(F)F)cc3)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5558315,Cn1c(=O)n(C2CCCC2)c2cc(Nc3cccc(C(F)(F)F)c3)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5558154,CC(=O)c1cccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c1,8570.0,nM,=,8.57,PASS,ChEMBL,IC50
CHEMBL5532064,Cn1c(=O)n(C2CCCC2)c2cc(Nc3cccc(S(C)(=O)=O)c3)ncc21,9760.0,nM,=,9.76,PASS,ChEMBL,IC50
CHEMBL5558240,Cn1c(=O)n(C2CCCC2)c2cc(Nc3ccccc3S(C)(=O)=O)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5505891,Cn1c(=O)n(C2CCCC2)c2cc(Nc3ccc(OCc4ccccc4)cc3)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5557343,Cn1c(=O)n(C2CCCC2)c2cc(Nc3cccc(OCc4ccccc4)c3)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5517748,Cn1c(=O)n(C2CCCC2)c2cc(Nc3ccccc3OCc3ccccc3)ncc21,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5527864,Cn1c(=O)n(C2CCCC2)c2cc(Nc3ccc(O)cc3)ncc21,3090.0,nM,=,3.09,PASS,ChEMBL,IC50
CHEMBL5505796,Cn1c(=O)n(C2CCCC2)c2cc(Nc3cccc(O)c3)ncc21,7570.0,nM,=,7.57,PASS,ChEMBL,IC50
CHEMBL5532291,Cc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c(C)c1,403.0,nM,=,0.403,PASS,ChEMBL,IC50
CHEMBL5512590,Cc1cc(Cl)ccc1Nc1cc2c(cn1)n(C)c(=O)n2C1CCCC1,1220.0,nM,=,1.22,PASS,ChEMBL,IC50
CHEMBL5527866,Cc1ccc(Cl)cc1Nc1cc2c(cn1)n(C)c(=O)n2C1CCCC1,2060.0,nM,=,2.06,PASS,ChEMBL,IC50
CHEMBL5523582,Cc1cc(S(C)(=O)=O)ccc1Nc1cc2c(cn1)n(C)c(=O)n2C1CCCC1,1950.0,nM,=,1.95,PASS,ChEMBL,IC50
CHEMBL5555573,Cc1ccc(S(C)(=O)=O)cc1Nc1cc2c(cn1)n(C)c(=O)n2C1CCCC1,311.0,nM,=,0.311,PASS,ChEMBL,IC50
CHEMBL5559046,Cc1cc(C#N)ccc1Nc1cc2c(cn1)n(C)c(=O)n2C1CCCC1,8040.0,nM,=,8.04,PASS,ChEMBL,IC50
CHEMBL5523360,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c(C)c1,1092.0,nM,=,1.092,PASS,ChEMBL,IC50
CHEMBL5549794,COc1ccc(C)c(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c1,5390.0,nM,=,5.39,PASS,ChEMBL,IC50
CHEMBL5555639,Cc1cc(O)ccc1Nc1cc2c(cn1)n(C)c(=O)n2C1CCCC1,429.0,nM,=,0.429,PASS,ChEMBL,IC50
CHEMBL5542711,Cc1cc(F)ccc1Nc1cc2c(cn1)n(C)c(=O)n2C1CCCC1,8150.0,nM,=,8.15,PASS,ChEMBL,IC50
CHEMBL5557396,Cc1cc(OC(F)F)ccc1Nc1cc2c(cn1)n(C)c(=O)n2C1CCCC1,3080.0,nM,=,3.08,PASS,ChEMBL,IC50
CHEMBL5523377,CCOc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c(C)c1,4020.0,nM,=,4.02,PASS,ChEMBL,IC50
CHEMBL5557908,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c(C(F)(F)F)c1,2710.0,nM,=,2.71,PASS,ChEMBL,IC50
CHEMBL5559001,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c(C#N)c1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5559461,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c(Cl)c1,2700.0,nM,=,2.7,PASS,ChEMBL,IC50
CHEMBL5518018,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c(OC)c1,8210.0,nM,=,8.21,PASS,ChEMBL,IC50
CHEMBL5542841,COc1ccc(N(C)c2cc3c(cn2)n(C)c(=O)n3C2CCCC2)c(C)c1,3040.0,nM,=,3.04,PASS,ChEMBL,IC50
CHEMBL5542179,COCCn1c(=O)n(C)c2cnc(Nc3ccc(OC)cc3C)cc21,3570.0,nM,=,3.57,PASS,ChEMBL,IC50
CHEMBL5556014,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCOC2)c(C)c1,5290.0,nM,=,5.29,PASS,ChEMBL,IC50
CHEMBL5542350,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCOCC2)c(C)c1,1835.0,nM,=,1.835,PASS,ChEMBL,IC50
CHEMBL5532012,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3CC2CCOCC2)c(C)c1,703.0,nM,=,0.703,PASS,ChEMBL,IC50
CHEMBL5542587,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3CCC2CCOCC2)c(C)c1,359.0,nM,=,0.359,PASS,ChEMBL,IC50
CHEMBL5559345,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCC(OC)CC2)c(C)c1,1430.0,nM,=,1.43,PASS,ChEMBL,IC50
CHEMBL5558337,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCC(OCc3ccccc3)CC2)c(C)c1,2070.0,nM,=,2.07,PASS,ChEMBL,IC50
CHEMBL5532026,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCC(O)CC2)c(C)c1,1380.0,nM,=,1.38,PASS,ChEMBL,IC50
CHEMBL5517961,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3-c2ccccc2)c(C)c1,484.0,nM,=,0.484,PASS,ChEMBL,IC50
CHEMBL5558866,COc1ccc(-n2c(=O)n(C)c3cnc(Nc4ccc(OC)cc4C)cc32)cc1,676.0,nM,=,0.676,PASS,ChEMBL,IC50
CHEMBL5527881,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3-c2ccc(O)cc2)c(C)c1,500.0,nM,=,0.5,PASS,ChEMBL,IC50
CHEMBL5559388,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3-c2ccc(C(C)(C)C#N)cc2)c(C)c1,302.0,nM,=,0.302,PASS,ChEMBL,IC50
CHEMBL5517925,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCN(C(=O)OC(C)(C)C)CC2)c(C)c1,123.0,nM,=,0.123,PASS,ChEMBL,IC50
CHEMBL5532346,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3CC2CCN(C(=O)OC(C)(C)C)CC2)c(C)c1,187.0,nM,=,0.187,PASS,ChEMBL,IC50
CHEMBL5542141,COc1ccc(Nc2cc3c(cn2)n(C)c(=O)n3C2CCC(NC(=O)OC(C)(C)C)CC2)c(C)c1,1130.0,nM,=,1.13,PASS,ChEMBL,IC50
CHEMBL5558970,COc1ccc(N(C(=O)OCc2ccccc2)c2cc3c(cn2)n(C)c(=O)n3C2CCOCC2)c(C)c1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL4297629,COc1ccc([C@@H](O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)nn1,7.49,nM,=,0.00749,PASS,ChEMBL,IC50
CHEMBL4439259,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,960.0,nM,=,0.96,PASS,ChEMBL,IC50
CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,1.4,nM,=,0.0014,PASS,ChEMBL,IC50
CHEMBL5556930,C[C@H](Nc1nc(N)nc(N)c1C#N)c1cn(-c2cccnc2)c2cc(Cl)cnc12,7034.0,nM,=,7.034,PASS,ChEMBL,IC50
CHEMBL5562943,CC(Nc1nc(N)nc(N)c1C#N)c1cn(-c2cccnc2)c2cc(Cl)cnc12,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL5559201,C[C@@H](Nc1nc(N)nc(N)c1C#N)c1cn(-c2cccnc2)c2cc(Cl)cnc12,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,500.0,nM,=,0.5,PASS,ChEMBL,IC50
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,8.0,nM,=,0.008,PASS,ChEMBL,IC50
CHEMBL3622533,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,19.0,nM,=,0.019,PASS,ChEMBL,IC50
CHEMBL5556732,CC(C)[C@H]1NC(=O)C[C@H]2/C=C/CCSSC[C@@H](NC1=O)C(=O)N[C@H](Cc1cccc3ccccc13)C(=O)NCC(=O)O2,6700.0,nM,=,6.7,PASS,ChEMBL,IC50
CHEMBL3218576,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,1.42,nM,=,0.0014199999999999998,PASS,ChEMBL,IC50
CHEMBL5170300,COc1c(OCCCCCC(=O)NO)ccc2c1N=C(NC(=O)c1ccccc1)N1CCN=C21,2.98,nM,=,0.00298,PASS,ChEMBL,IC50
CHEMBL3393066,Cc1nc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc2n1C(C)C,16.0,nM,=,0.016,PASS,ChEMBL,IC50
CHEMBL4749655,O=C(CCCCCCn1cnc2c(N3CCOCC3)nc(-c3cccc(CO)c3)nc21)NO,28.0,nM,=,0.028,PASS,ChEMBL,IC50
CHEMBL5182686,O=C(NO)c1ccc(/C=N/NC(=O)c2cc(N3CCOCC3)nc(-c3cccc4[nH]ncc34)n2)cc1,8.34,nM,=,0.00834,PASS,ChEMBL,IC50
CHEMBL573339,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,2.0,nM,=,0.002,PASS,ChEMBL,IC50
CHEMBL3544966,O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1,0.4,nM,=,0.0004,PASS,ChEMBL,IC50
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,2370.0,nM,=,2.37,PASS,ChEMBL,IC50
CHEMBL2322228,O=c1cc(N2CCOCC2)oc2c(-c3ccc4c(c3)OCCO4)csc12,30.0,nM,=,0.03,PASS,ChEMBL,IC50
CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,16.0,nM,=,0.016,PASS,ChEMBL,IC50
CHEMBL3819302,O=C(NOCCOCCOCCOCCN1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,191.0,nM,=,0.191,PASS,ChEMBL,IC50
CHEMBL4127114,O=C(NOCCOCCOCCOCCC(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,69.0,nM,=,0.069,PASS,ChEMBL,IC50
CHEMBL573339,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,2.0,nM,=,0.002,PASS,ChEMBL,IC50
CHEMBL2017974,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,52.0,nM,=,0.052,PASS,ChEMBL,IC50
CHEMBL5173125,CCCn1cc(-c2cnc(N)nc2)nc(N2CCOCC2)c1=O,25.0,nM,=,0.025,PASS,ChEMBL,IC50
CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,0.4,nM,=,0.0004,PASS,ChEMBL,IC50
CHEMBL589258,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3)nc21,1.4,nM,=,0.0014,PASS,ChEMBL,IC50
CHEMBL5426067,COc1ncc(-c2ccc3ncc(C#N)c(N4CCOCC4)c3c2)cc1NS(C)(=O)=O,3.2,nM,=,0.0032,PASS,ChEMBL,IC50
CHEMBL4071083,C[C@@H]1CN(c2nc(N3CCOCC3)c3sc(-c4ccn[nH]4)cc3n2)C[C@H](C)O1,15.0,nM,=,0.015,PASS,ChEMBL,IC50
CHEMBL5278435,COc1ccc(C(=O)NNC(=O)c2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)cc1,0.46,nM,=,0.00046,PASS,ChEMBL,IC50
CHEMBL1922094,Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,5.0,nM,=,0.005,PASS,ChEMBL,IC50
CHEMBL1091978,Cc1c(CN2CCN(S(C)(=O)=O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,4.0,nM,=,0.004,PASS,ChEMBL,IC50
CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,4.0,nM,=,0.004,PASS,ChEMBL,IC50
CHEMBL3218578,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,4.0,nM,=,0.004,PASS,ChEMBL,IC50
CHEMBL4297181,CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,6.07,nM,=,0.00607,PASS,ChEMBL,IC50
CHEMBL3545366,CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21,39.0,nM,=,0.039,PASS,ChEMBL,IC50
CHEMBL4084907,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,33.0,nM,=,0.033,PASS,ChEMBL,IC50
CHEMBL2322228,O=c1cc(N2CCOCC2)oc2c(-c3ccc4c(c3)OCCO4)csc12,34.0,nM,=,0.034,PASS,ChEMBL,IC50
CHEMBL5564149,CCOC(=O)c1nn(-c2ccccc2)c(=O)c2c(N)c(C#N)c(-c3cccs3)cc12,4.39,ug.mL-1,=,0.00439,PASS,ChEMBL,IC50
CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,16.0,nM,=,0.016,PASS,ChEMBL,IC50
CHEMBL5561169,O=C(Nc1ncc2ncc(-c3cn[nH]c3)cc2n1)NC1CCCC1,59.0,nM,=,0.059,PASS,ChEMBL,IC50
CHEMBL5542508,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccc(F)cc1F,37.25,nM,=,0.03725,PASS,ChEMBL,IC50
CHEMBL5523634,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccccc1,14.83,nM,=,0.01483,PASS,ChEMBL,IC50
CHEMBL5563810,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccc(-c2ccccc2)cc1,152.6,nM,=,0.15259999999999999,PASS,ChEMBL,IC50
CHEMBL5560280,COc1ccc(/N=N/c2cc(-c3cc(OC4CCOCC4)c4ncnc(C)c4c3)cnc2OC)cc1,5.28,nM,=,0.00528,PASS,ChEMBL,IC50
CHEMBL5555010,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccc(F)cc1,58.79,nM,=,0.05879,PASS,ChEMBL,IC50
CHEMBL5558459,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1cccc(F)c1,17.4,nM,=,0.0174,PASS,ChEMBL,IC50
CHEMBL5560004,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccccc1F,6.92,nM,=,0.00692,PASS,ChEMBL,IC50
CHEMBL5567340,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccccc1Cl,164.4,nM,=,0.16440000000000002,PASS,ChEMBL,IC50
CHEMBL5568065,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccccc1Br,257.4,nM,=,0.25739999999999996,PASS,ChEMBL,IC50
CHEMBL5568532,COc1ccccc1/N=N/c1cc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cnc1OC,17.36,nM,=,0.01736,PASS,ChEMBL,IC50
CHEMBL5542990,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccc(Cl)cc1F,29.88,nM,=,0.02988,PASS,ChEMBL,IC50
CHEMBL5542402,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccc(Cl)cc1Cl,29.5,nM,=,0.0295,PASS,ChEMBL,IC50
CHEMBL5556889,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccc(F)cc1Cl,20.23,nM,=,0.02023,PASS,ChEMBL,IC50
CHEMBL5542600,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N/c1ccc(F)cc1Br,19.73,nM,=,0.01973,PASS,ChEMBL,IC50
CHEMBL5563838,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N\c1ccc(F)cc1F,12.18,nM,=,0.01218,PASS,ChEMBL,IC50
CHEMBL5563402,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N\c1ccccc1,5.69,nM,=,0.005690000000000001,PASS,ChEMBL,IC50
CHEMBL5558164,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N\c1ccc(-c2ccccc2)cc1,88.35,nM,=,0.08835,PASS,ChEMBL,IC50
CHEMBL5559074,COc1ccc(/N=N\c2cc(-c3cc(OC4CCOCC4)c4ncnc(C)c4c3)cnc2OC)cc1,3.27,nM,=,0.00327,PASS,ChEMBL,IC50
CHEMBL5559578,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N\c1ccc(F)cc1,23.03,nM,=,0.023030000000000002,PASS,ChEMBL,IC50
CHEMBL5558593,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N\c1cccc(F)c1,10.98,nM,=,0.01098,PASS,ChEMBL,IC50
CHEMBL5567849,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N\c1ccccc1F,2.26,nM,=,0.00226,PASS,ChEMBL,IC50
CHEMBL5555478,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N\c1ccccc1Cl,64.21,nM,=,0.06420999999999999,PASS,ChEMBL,IC50
CHEMBL5559376,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1/N=N\c1ccccc1Br,98.83,nM,=,0.09883,PASS,ChEMBL,IC50
CHEMBL5557347,COc1ccccc1/N=N\c1cc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cnc1OC,5.58,nM,=,0.00558,PASS,ChEMBL,IC50
